date,hour,minute,city_area,ufo_shape,description,longitude,latitude,weekdats,month_name
2019-02-02,22,03,Mays Landing,nj,Triangle,Green, triangular object seen falling from sky.,-74.7276626,39.4523385,Saturday,February
2019-02-02,00,28,South Amboy,nj,Circle,2 circles in the sky changed colors several time from blue to orange.,-74.290702,40.4778838,Saturday,February
2019-01-30,05,30,Kenilworth,nj,Light,One star started doing figure 8's around the other star,-74.2907032,40.6764911,Wednesday,January
2019-01-20,23,00,Toms River,nj,Light,Glowing green circular light and traveled south at a high velocity.  It flew right over my head.  Faded and blinked.,-74.1979458,39.9537358,Sunday,January
2019-01-20,22,46,Beachwood,nj,Fireball,Large Blue Fireball,-74.1929188,39.9390069,Sunday,January
2019-01-19,00,00,Brick,nj,Circle,I was looking east and a red light caught my eye. I turned a little looking south east and saw a circular r,-74.1371832,40.0578384,Saturday,January
2019-01-15,22,30,MiddleTown,nj,Diamond,There was a harvest moon and I wanted to get a picture of it because it was very large and the largest I’ve ever seen so I took two pic,-74.0915982,40.3968012,Tuesday,January
2019-01-09,06,45,Forked River,nj,Sphere,Spherical white object flying at high rate of speed southwest while driving on Parkway in Forked River, NJ.,-74.1901399,39.8398413,Wednesday,January
2019-01-08,22,18,Ho Ho Kus,nj,Triangle,While driving N on Rt. 17 my s/o and I saw a triangular craft cross our path about 100' off of the ground.  ((anonymous report)),-74.101253,40.9964864,Tuesday,January
2019-01-01,22,54,Burlington,nj,Light,An orangey, yellowish, star burst kind of diamond light traveling from the northwestern to the Southeastern sky. WoW!,-74.8648873,40.071222,Tuesday,January
2018-12-24,00,02,Delran,nj,Light,Captured on my home security camera.  ((,-74.9564247,40.0158918,Monday,December
2018-12-23,00,03,Delran,nj,Light,Streak of light caught on in the night sky by video surveillance camera.,-74.9564247,40.0158918,Sunday,December
2018-12-22,12,09,Montclair,nj,Triangle,Driving on the road we noticed something that was hovering , bright three lights at each corner with lights in the middle and a red bli,-74.2090053,40.8259007,Saturday,December
2018-12-18,05,12,Atco,nj,Oval,Two oval lighted objects seen in the nite sky were rotating and moving quickly in straight lines then disappeared clear dark nite,-74.887946,39.7697878,Tuesday,December
2018-12-10,20,30,South Amboy,nj,Light,Bright linear light that quickly disappeared,-74.290702,40.4778838,Monday,December
2018-12-07,16,45,Branchburg,nj,Other,4 line/oval shaped lights moving slowly towards the west just after sunset.,-74.6985891,40.5868114,Friday,December
2018-12-01,11,00,Clayton,nj,Light,White dot flying at crazy speeds!!!,-75.0921197,39.6601148,Saturday,December
2018-11-14,05,55,Montclair,nj,Sphere,Object in the sky flying oddly.  I would say it was hover for a bit before it started zooming around.  Very odd.  ((anonymous report)),-74.2090053,40.8259007,Wednesday,November
2018-11-11,00,15,Cape May,nj,Oval,Small lightening bolt that changed form to a perfect zero with purple flares.,-74.9060053,38.9351125,Sunday,November
2018-11-04,23,00,Cherry Hill,nj,Unknown,Loud boom followed by a shake, leaving an enormous smoke trail, followed by jets flying over.  ((anonymous report)),-75.0246312,39.926813,Sunday,November
2018-10-18,16,50,Lakewood,nj,Sphere,5 witnesses describe highly-reflective silver UFO's over Lakewood.  Mostly hovering in place but also moving slowly. ((anonymous rept)),-74.2097014,40.082129,Thursday,October
2018-10-12,12,00,Old Bridge,nj,Formation,I lifted my neck to stretch and there was an object above me.,-74.307282,40.4128551,Friday,October
2018-09-29,22,00,Browns Mills,nj,Disk,Flash of light, followed by 2 white disks.  ((anonymous report)),-74.5829331,39.9726147,Saturday,September
2018-09-15,16,05,Margate,nj,Oval,We saw 4 bright oval lights in the sky in a straight row and then they flew around and moved in different formations. They then changed,-74.5034858,39.327894,Saturday,September
2018-09-15,01,44,Brick,nj,Light,Brilliant Bright Light over Brick NJ,-74.1371832,40.0578384,Saturday,September
2018-09-06,20,45,Rio Grande,nj,Light,Sitting in my backyard,facing South. I saw a white dot approach from S.W.direction, straightening out and heading North for a bit.Then,-74.8815594,39.0145573,Thursday,September
2018-09-05,09,39,Kinnelon,nj,Circle,Definitive Bright White Silver Circle UFO Sighting Over NJ,-74.367096,41.0017644,Wednesday,September
2018-09-03,20,20,Newark,nj,Circle,Bright white light moving really slow and disappearing.,-74.1723667,40.735657,Monday,September
2018-08-25,17,52,seaside park,nj,Circle,green lights over jersey 8.25.18.  ((anonymous report)),-74.0770806,39.9267852,Saturday,August
2018-08-12,22,00,Seaside Heights,nj,Light,Three people witnessed a bright red light over sea staying as still as a star, moving slowly, stopping, and vanishing.,-74.0729139,39.944285,Sunday,August
2018-08-09,23,41,Wildwood Crest,nj,Oval,Bright UFO in the South sky.  ((NUFORC Note:  Minimum of information from witness.  Possible sighting of Mars?  PD)),-74.8335015,38.9748351,Thursday,August
2018-08-04,01,30,Ridgefield,nj,Light,White, star-like object, slow moving silent light in Bergen Cty. NJ.  ((anonymous report)),-74.0087505,40.8342669,Saturday,August
2018-08-03,21,14,Bay Head,nj,Fireball,Fireball changing color and shape over the Ocean Bay Head, NJ.  ((anonymous report)),-74.0543036,40.0717828,Friday,August
2018-07-29,20,25,Little Egg Harbor,nj,Circle,Above Walmart  parking lot. Two bright circles that seemed to be connected just hovering in the sky.The lights would dim and then b,-74.3572646,39.6108492,Sunday,July
2018-07-19,09,20,Beach Haven,nj,Circle,Three red orbs seen off shore LBI.  ((anonymous report)),-74.2431962,39.5592848,Thursday,July
2018-07-15,21,00,Bordentown,nj,Diamond,Aliens See in Bordentown NJ Skys,-74.7118264,40.1462213,Sunday,July
2018-07-07,14,36,Bayonne,nj,Sphere,High altitude drifting and stopping white dot against blue sky strobes briefly before disappearing from soght,-74.1143091,40.6687141,Saturday,July
2018-07-06,01,15,Eagleswood Twp,nj,Cigar,Blocky cigar shaped craft with bright green light in front, rectangular chunk missing from middle, and tail fins crosses parkway twice.,-74.3000878,39.6521468,Friday,July
2018-07-04,22,30,Middletown,nj,Rectangle,Rectangular craft with white, red, and green lights.,-74.0915982,40.3968012,Wednesday,July
2018-07-03,22,00,Parlin,nj,Circle,Video evidence of several circle fireballs traveling in a line in the sky.,-74.3272286,40.4623454,Tuesday,July
2018-07-02,10,00,Deptford,nj,Unknown,Magnificent ultra bright light/shape seen shining 10am in the sky north and to the east of downtown Philadelphia.,-75.1195107,39.8227054,Monday,July
2018-06-29,15,00,Belmar,nj,Cigar,UFO camouflage with sky folllowed by two fighter jets.  ((anonymous report)),-74.0218037,40.1784471,Friday,June
2018-06-25,22,00,Delran,nj,Light,Sighting of a white, star-like light move across the sky, blink red twice, and disappear,-74.9564247,40.0158918,Monday,June
2018-06-17,22,00,Trenton,nj,Circle,Not a satellite grew to a intensity 100 times more.  ((NUFORC Note:  Possible flare from an Iridium satellite?  PD)),-74.759717,40.2205824,Sunday,June
2018-06-17,19,00,Emerson,nj,Sphere,Silver mettalic sphere tumbling/spinning and moving at steady state speed.,-74.0262505,40.976209,Sunday,June
2018-06-15,00,00,Bayville,nj,Oval,I got a close look but the object kept disappearing.when I got binoculars it got smaller than a star I did get  a view .it wasn't a dro,-74.1549173,39.9090924,Friday,June
2018-06-10,01,15,Manahawkin,nj,Unknown,Not sure..Witnessed 4 jet fighters in the sky being very very loud.  Event lasted around 45 mins.  With 2 fighters circling for a half,-74.2587527,39.695397,Sunday,June
2018-06-05,21,00,Lafayette,nj,,Cluster of White Lights  Attached by Beam to a Larger Light,-74.6884965,41.0984301,Tuesday,June
2018-06-04,21,35,Trenyon,nj,Circle,Formation of objects 10 to 12 orange to red colors,-74.759717,40.2205824,Monday,June
2018-06-03,04,00,Maple Shade,nj,Circle,Went outside to have a cigarette. I noticed lights kinda of low in the trees. First two bright lights blinking, then it turned into one,-74.9923915,39.9526127,Sunday,June
2018-05-08,04,38,Fort Lee,nj,Light,Standing on my balcony I saw a green light, it was hovering for about 2 seconds. I was staring at it thinking how odd it’s such an unus,-73.9701381,40.8509333,Tuesday,May
2018-05-02,23,00,Little Falls,nj,Light,Red blinking light still happening right now north jersey sky near Paterson. Keeps moving left to right, right to left. Watching it for,-74.2082286,40.8690101,Wednesday,May
2018-04-26,04,15,Burlington,nj,Circle,Orange glowing large circular object with about 8 blinking lights, I yelled ' I see you&quot; and waved. It dimmed the lights and float,-74.8648873,40.071222,Thursday,April
2018-04-25,21,00,Tabernacle,nj,Triangle,The object flew overhead and it was in triangular form with flashing red, green, and yellow lights.  ((anonymous report)),-74.7107048,39.8433853,Wednesday,April
2018-04-15,21,32,Little Falls,nj,Light,Expanding green/blue light with strong but silent electric current cuts power off to building and street lights. ((anonymous report)),-74.2082286,40.8690101,Sunday,April
2018-04-13,20,45,Galloway,nj,Light,Bright light making strange movements in the sky,-74.5596879,39.4928235,Friday,April
2018-04-10,20,30,Plainsboro,nj,Rectangle,Very large trianglur craft 3 bright is white lights with a red dot in the center, was silent, stopped and change direction seemlessly!,-74.585292,40.3382543,Tuesday,April
2018-04-09,21,30,Jersey City,nj,Disk,UFO in Bergenline, Red , Green , white lights Video taken,-74.0431435,40.7177545,Monday,April
2018-03-15,13,15,Egg harbor township,nj,Triangle,I live near a commercial/military airbase outside Atlantic City, N. J. I witness all kinds of aircraft everyday. I see military F-18s f,-74.6166192,39.3822537,Thursday,March
2018-03-11,16,00,Newark,nj,Sphere,We were walking in Branch Brook Park and we saw an sphere like object. It was not moving at first, it was just hoovering. However,in a,-74.1723667,40.735657,Sunday,March
2018-02-26,01,00,Jackson,nj,Disk,Craft with rows of red and white alternating rows of lights. Hovered over trees, slowly moved E. ((anonymous report)),-74.3587473,40.0918895,Monday,February
2018-02-13,05,01,West Windsor,nj,Rectangle,Bright lighted rectangular shaped object spotted.,-74.618634,40.2983262,Tuesday,February
2018-02-09,00,00,Fredon,nj,Triangle,Resting in bed before falling asleep. Saw strange very bright light in tree line. Kept watching. It the ascended straight up seeming.,-74.8087781,41.0392638,Friday,February
2018-01-19,18,45,Franklin,nj,Formation,Orbs in northern NJ.,-74.5804378,41.1220409,Friday,January
2018-01-18,23,00,Haddonfield,nj,Unknown,Airplane like flying object with red and green lights disappeared after a few seconds,-75.0376707,39.8915022,Thursday,January
2018-01-11,07,30,Morristown,nj,Triangle,Dark Triangle Spotted in Cloud Cover on I-287 Near Morristown NJ,-74.4815438,40.7967667,Thursday,January
2018-01-10,22,33,Somerville,nj,Triangle,I am now a believer!,-74.60988,40.5742696,Wednesday,January
2018-01-10,21,35,Tinton Falls,nj,Oval,I noticed a black oval-shaped craft with light surrounding it.  ((anonymous report)),-74.1004185,40.3042773,Wednesday,January
2017-12-28,22,48,Tinton Falls,nj,Unknown,Rapidly falling bright white-blue light with tailing lights.  ((anonymous report)),-74.1004185,40.3042773,Thursday,December
2017-12-28,06,25,Iselin,nj,Circle,looking towards the south about 90 degrees up saw a tiny dot move north to south for 10 sec then stop and made a very sharp left almost,-74.3223703,40.5753817,Thursday,December
2017-12-27,19,10,Medford,nj,Light,Unusual red/orange steady ball of light witnessed by three separate neighbors.,-74.8390162,39.8661826,Wednesday,December
2017-12-21,01,00,Freehold,nj,Light,Walked outside to smoke and sky watch. Looking east because because it was my best view on a stary night I sky watched as I slowly smok,-74.3000878,40.2136754,Thursday,December
2017-12-19,NA,NA,Jersey City,nj,Oval,WOW NYC UFO SPOTTED ON WEBCAM !,-74.0431435,40.7177545,Tuesday,December
2017-12-17,05,15,Pennsville,nj,Oval,Walking my dog this evening close to the Delaware River.........  ((anonymous report)),-75.4984978,39.6284514,Sunday,December
2017-12-08,19,00,Plumsted,nj,Light,I was on way home from work driving through Joint base Mcguire-Dix on Rt. 539.Long object with long green lights on bottom. Helicop,-74.4760088,40.0479478,Friday,December
2017-12-07,16,00,Cherry Hill,nj,Oval,Blue oval object with very bright flashing white lights on the bottom.,-75.0246312,39.926813,Thursday,December
2017-12-02,02,20,Winslow Township,nj,Cigar,Bright  dark blue lite craft move across sky 100000 % ufo cigar shape brightly lite up color like the bluest diamond..,-74.8623203,39.6573556,Saturday,December
2017-11-30,NA,NA,Everywhere,nj,Changing,Not exactly a UFO sighting.  I have had a premonition that an astronomical event (Gamma Ray Burst). ((anonymous report)),-74.4056612,40.0583238,Thursday,November
2017-11-29,19,46,Morristown,nj,Diamond,DIAMOND SHAPE LIGHTS OVER 287 SOUTH.  ((anonymous report)),-74.4815438,40.7967667,Wednesday,November
2017-11-29,10,46,New Brunswick,nj,Cigar,The craft released white air and was travelling vertically toward earth.  ((NUFORC Note:  Possibly contrails??  PD)),-74.4518188,40.4862157,Wednesday,November
2017-11-24,18,00,Freehold,nj,Circle,Bright round object moving in a perfectly straight line broke off into 4 circulars objects all the same size and disappeared behind tre,-74.3000878,40.2136754,Friday,November
2017-11-18,17,50,Mount Laurel,nj,Circle,Bright white light around 5:50 pm observed in Mount Laurel, NJ.  ((anonymous report)),-74.8909988,39.934002,Saturday,November
2017-11-17,17,30,Ocean View,nj,Triangle,Traveling South parallel to the Harden State Parkway between exits 24 and 17. Large triangular shaped aircraft. Opposing wing lights.,-74.7336639,39.1764536,Friday,November
2017-11-14,07,35,Manville,nj,Oval,Strange lights flying oval.,-74.5876569,40.5409367,Tuesday,November
2017-11-11,17,00,Glen Gardner,nj,Sphere,((HOAX??)) Approx. 12-14 black round sphere shape ufos frozen at high alt., and after few minutes they desapered. ((anonymous report)),-74.9407248,40.6967671,Saturday,November
2017-11-01,04,00,Long Branch,nj,Triangle,Between 3 and 6 a.m over the Atlantic Ocean there is always a lot of activity.  ((anonymous report)),-73.9923596,40.3042778,Wednesday,November
2017-10-27,11,45,Green Brook,nj,Oval,((HOAX??))  White oval UFO following plane over NJ, Move to side then in front going west.  ((anonymous report)),-74.4851659,40.6049167,Friday,October
2017-10-24,20,00,Bordentown,nj,Diamond,I had just finished dinner and was standing in the parking lot talking to friend's. We were discussing the flashes in the sky, Wonderin,-74.7118264,40.1462213,Tuesday,October
2017-10-21,21,01,Toms River,nj,Triangle,Large glowing rounded edge triangle vanished in a split second over water.,-74.1979458,39.9537358,Saturday,October
2017-10-06,19,30,Parsippany,nj,Sphere,I looked up due to bright lights white and green, saw a sphere heading south, view became obstructed by tree line,-74.4173877,40.8652865,Friday,October
2017-10-05,05,30,Clifton,nj,Circle,Very bright object, the size of a penny or a nickel when held in the hand, &quot;floating&quot; over there.,-74.1637553,40.8584328,Thursday,October
2017-10-04,20,43,Califon,nj,Formation,Craft hovering with amber, orange lights, for a few mintues and then completely disappeared like it had be vacuumed up into thin air.,-74.8357215,40.7195448,Wednesday,October
2017-10-01,15,00,Stockton,nj,Light,I'm a carpenter and married father of 2.5 kids (one's still in the oven). The kids and I were out for a bike ride on the D&R Canal path,-74.9782238,40.407883,Sunday,October
2017-09-29,18,55,Toms River,nj,Light,A short fast blue spec shot across the sky , NW, and then vanished.  ((anonymous report)),-74.1979458,39.9537358,Friday,September
2017-09-29,18,42,Linden,nj,Light,Crazy so I'm looking up at the sky as I always do. I see the airplanes going by and what looks like a close call but I know the planes,-74.2445902,40.6220478,Friday,September
2017-09-28,20,15,Brick,nj,Light,I saw 2 pulsing sort of shimmering lights, turning red white, but constanly shimmering.  ((anonymous report)),-74.1371832,40.0578384,Thursday,September
2017-09-28,18,30,New Brunswick,nj,Cone,Round above the orbit level of the ISS, moving faster than the station but slower than a comet.  ((anonymous report)),-74.4518188,40.4862157,Thursday,September
2017-09-25,19,30,Union,nj,Triangle,Brightly illuminated triangular-shaped light.,-74.2631635,40.6975898,Monday,September
2017-09-25,00,00,Brick Twp.,nj,Flash,Heading north on the NJ parkway around mile marker 95 at exactly 12 AM a green (traffic light green in color) flash lit up the sky to t,-74.1371832,40.0578384,Monday,September
2017-09-22,21,18,Newark,nj,Circle,I first noticed the object when star gazing from a vehicle at approx. 21:18 hrs,  The object appears to be at a higher altitude than an,-74.1723667,40.735657,Friday,September
2017-09-20,05,53,Ocean City,nj,Triangle,Black triangular UFO one light with military plane drive by it, but thus thing was not an a/c. ((anonymous report)),-74.5746001,39.2776156,Wednesday,September
2017-09-15,22,00,Wildwood,nj,Fireball,3 UFOs at Firework show appearing as stars moving,-74.8148894,38.9917797,Friday,September
2017-09-06,23,17,Vernon,nj,Circle,Multiple circular orb shaped, large, yellowish and bright.  Seemed to come from the ground level straight up - disappearing when reachi,-74.4937943,41.1947018,Wednesday,September
2017-09-04,20,45,Manalapan,nj,Triangle,Silent black triangle aircraft without lights, seen traveling through the sky at night.,-74.348582,40.2859203,Monday,September
2017-09-01,09,00,Monroe,nj,Diamond,((HOAX??))  MONROE - HUNDREDS OF FLYING OBJECTS.  ((anonymous report)),-74.4330474,40.336419,Friday,September
2017-08-27,20,25,Paterson,nj,Light,((HOAX??))  6 red bright lights.   ((anonymous report)),-74.171811,40.9167654,Sunday,August
2017-08-21,14,39,Glenwood,nj,Oval,Dark oval object seen to the right of the eclipse.,-74.4873918,41.251824,Monday,August
2017-08-19,22,20,Cape May Wildwood Crest,nj,,Large group of multicolor lights swarming through sky, moving like large flock of birds.,-74.8335015,38.9748351,Saturday,August
2017-08-19,22,00,Cape May (headed toward on Parkway South),nj,Formation,Formation of blue, purple, green, and red lights hovered over NORTHBOUND GSP . White/metallic spacecraft ZOOMED towards lights. WOWWWWW,-74.2135065,39.9829871,Saturday,August
2017-08-12,21,40,Montville,nj,Oval,2 white glowing objects hovering over tree tops on I-80 - NJ,-74.383763,40.9148209,Saturday,August
2017-08-08,06,53,Ridgewood,nj,Egg,Metallic egg craft with a shadow circle orb around it.,-74.1165313,40.9792645,Tuesday,August
2017-08-06,11,10,Linwood,nj,Light,Six lights in the sky, then flew quickly to the left.  Never saw a ufo before.  Could not have been an aircraft.  Moved way too fast.,-74.5751557,39.3398382,Sunday,August
2017-08-06,00,00,Toms River,nj,Fireball,Driving S on the Garden State parkway, just a few miles N of the Toms River toll plaza, I witnessed three orange flames.,-74.1979458,39.9537358,Sunday,August
2017-08-05,18,35,Woodbridge,nj,Sphere,Misty sphere.,-74.2846022,40.5575986,Saturday,August
2017-08-05,03,19,Wildwood,nj,Fireball,Medium to large Fireball deep orange/orangeyellow with dark center looking like round fire??,-74.8148894,38.9917797,Saturday,August
2017-08-04,22,28,Spring Lake,nj,,Saw bright light over ocean, just hovering.  Then, it just disappeared.,-74.0281925,40.1534476,Friday,August
2017-08-01,16,40,Piscataway,nj,Disk,Fast moving flying craft seen on clear day in sky,-74.4642861,40.554887,Tuesday,August
2017-07-19,12,32,Glassboro,nj,Disk,((NUFORC Note:  Witness provides a minimum of information about the sighting.  PD)),-75.1118422,39.7028923,Wednesday,July
2017-07-18,23,30,Fair Haven,nj,Other,As I drove Over a jaw bridge in New Jersey I saw a blacked out object floating in the sky as I,-74.0381947,40.3606653,Tuesday,July
2017-07-16,14,00,Parlin,nj,Circle,UFO CHASED MY MILITARY AIRPLANE.,-74.3272286,40.4623454,Sunday,July
2017-07-09,12,45,Augusta,nj,Other,Was driving on Plains rd, Sussex Co.,  NJ. 1235pm. Looked to right in sky.  Seen a dark silver/grey craft. Top and bottom were flat.,-74.7061308,41.1446516,Sunday,July
2017-07-04,21,30,Linden,nj,Light,Blinking light.....unlike aircraft, helicopter or blimp.,-74.2445902,40.6220478,Tuesday,July
2017-07-04,21,30,Manchester,nj,Light,6 bright red lights appeared moving upwards then disappeared.  This happened twice same amount of red lights.,-74.3392821,39.9711696,Tuesday,July
2017-07-04,21,15,Linden,nj,Light,Blinking stationary light....green...red....green.   no sounds  ((NUFORC Note:  Possible "twinkling" star??  PD)),-74.2445902,40.6220478,Tuesday,July
2017-07-04,21,00,Middleton,nj,Light,Middletown, NJ, 3 bright yellow small circles in the sky that just appeared out of nowhere 7/4/2017,-74.0915982,40.3968012,Tuesday,July
2017-07-04,NA,NA,Manalapan,nj,Cylinder,CYLINDER SHAPED OBJECTS APPEARED FROM THE E MOVING TOWARDS THE WEST.  THEY STOPPED THEN ROSE VERTICALLY. ((anonymous report)),-74.348582,40.2859203,Tuesday,July
2017-07-02,14,45,Delaware Township,nj,Unknown,Nothing seen but extremely loud, sudden sound from above.,-74.9442585,40.4307258,Sunday,July
2017-06-30,21,30,West Windsor,nj,Diamond,((HOAX??))  I thought that it was some crazy helicopter pilot out in the storm.  ((NUFORC Note:  Report is from 11-year old.  PD)),-74.618634,40.2983262,Friday,June
2017-06-29,04,29,West Deptford,nj,Circle,4 round white orbs not moving in West Deptford, NJ.  ((NUFORC Note:  Rocket launch from Wallops Island.  PD)),-75.1895576,39.8318378,Thursday,June
2017-06-29,04,20,Williamstown,nj,Circle,2 moons appeared, quickly went away and then six appeared in a big circle.  ((NUFORC Note:  Rocket launch from Wallops Island.  PD)),-74.995168,39.6862263,Thursday,June
2017-06-21,22,00,Mystic Island,nj,Circle,Zig-Zag Flying objects over Mystic Island New Jersey.,-74.3880699,39.5684835,Wednesday,June
2017-06-17,17,10,Old Bridge,nj,Circle,Black circular, ball like object hovering in the sky over Old Bridge New Jersey,6-17-17 Appr.5:10 PM,-74.307282,40.4128551,Saturday,June
2017-06-11,19,35,Mount Laurel,nj,Light,Brilliant green starlike light traveling downward,-74.8909988,39.934002,Sunday,June
2017-06-11,19,00,Turnersville,nj,Teardrop,Silver/chrome teardroped shaped craft in sky flew over me at around an estimated 10k or so feet.  Hovered for a few seconds.,-75.0518583,39.7728846,Sunday,June
2017-06-10,13,00,Manalapan,nj,Sphere,Sphere hovering in the sky near fighter jet.,-74.348582,40.2859203,Saturday,June
2017-06-02,04,10,Edison,nj,Diamond,Recurring light over Bonhamton in Edison, NJ.,-74.4120953,40.5187154,Friday,June
2017-05-29,03,30,Northvale,nj,Circle,Airplane changes to red orb before my eyes, does incredible flying moves, then changes back to an airplane.,-73.9490258,41.0064864,Monday,May
2017-05-27,23,00,Newark,nj,Circle,This occurred on top of McCarthy Hwy in Newark NJ. Clear glass looking balls with a light in the center.  ((anonymous report)),-74.1723667,40.735657,Saturday,May
2017-05-27,10,56,Randolph,nj,Circle,I am a retired police officer.  On this Sat. morning, i am looking at a white jetliner flight with heading north, this jetliner appear,-74.5747248,40.8478065,Saturday,May
2017-05-27,02,45,Delmont,nj,Circle,White non blinking light traveling at a high rate of speed toward  the north east of my position looked as if it was the color of the b,-74.9498957,39.2142809,Saturday,May
2017-05-25,18,00,Camden,nj,Rectangle,Rectangle UFO in the Clouds.  ((anonymous report)),-75.1196199,39.9259463,Thursday,May
2017-05-18,21,18,Old Bridge,nj,Disk,Craft flew in from the E, stopped midair at an angle for some seconds. It lowered down and then came back up. It then took off so,-74.307282,40.4128551,Thursday,May
2017-05-17,13,24,Hoboken,nj,Oval,ufo submerging into water pictures,-74.0323626,40.7439905,Wednesday,May
2017-05-14,15,30,Howell,nj,Disk,The shape was nothing I've ever seen with my eyes & the white emitting light was whiter than any white I've ever seen.,-74.2082671,40.1645785,Sunday,May
2017-05-10,08,00,Atlantic City,nj,Disk,I was taking pictures from the Resorts Hotel located on the boardwalk in Atlantic City. It was around 8:00 am.I notices the clouds had,-74.4229266,39.3642834,Wednesday,May
2017-05-07,01,20,Vineland,nj,Triangle,Strange orange glowing object on farm.,-75.0259637,39.4863773,Sunday,May
2017-05-06,20,58,Old Bridge,nj,Changing,Spinning, changing, UFO.,-74.307282,40.4128551,Saturday,May
2017-05-01,19,00,Lawrenceville,nj,Light,Brilliant blue beam of light shot into kitchen from window, the flash stretched about ten feet and disappeared in seconds.,-74.7361013,40.3016375,Monday,May
2017-05-01,01,00,Millville,nj,Circle,Walking back to my home to let my car warm up when I look up noticed bright amber light.  ((anonymous report)),-75.0393438,39.4020596,Monday,May
2017-04-29,19,05,Fords,nj,Other,CAPSULE SHAPED CRAFT RAPIDLY DESCENDS INTO WAREHOUSE PARK.,-74.3152408,40.5360104,Saturday,April
2017-04-28,21,00,Burl County,nj,Unknown,Bright flashing light moving great distance in under a second in south nj,-74.6868815,39.8558488,Friday,April
2017-04-28,10,30,New Brunswick,nj,Disk,Shiny, silver disk witnessed high in sky above highway I-287 in New Jersey.,-74.4518188,40.4862157,Friday,April
2017-04-20,14,15,Palmyra,nj,Other,I observed an aircraft that seemed to look odd.,-75.0282271,40.0070565,Thursday,April
2017-04-17,00,20,Fort Lee,nj,Changing,Super fast plane stops and emits a very big and bright light.  Another one approaches, does the same thing, while the other one left.,-73.9701381,40.8509333,Monday,April
2017-04-16,07,15,Linden,nj,Other,the object was large and trident shaped.,-74.2445902,40.6220478,Sunday,April
2017-04-12,04,00,Lincoln Park,nj,Sphere,First sighting--Went outside in the early morning to have a cigarette.  Looked across the street, right in front of my townhouse betwe,-74.3020933,40.9242652,Wednesday,April
2017-04-12,03,45,Woodbridge,nj,Light,Walking into my office, I watched 2 faint red lights side by side at first moving in a straight line, then very fast figure eight then,-74.2846022,40.5575986,Wednesday,April
2017-04-08,22,00,Vineland,nj,Cylinder,Saw at least 8 rockets.,-75.0259637,39.4863773,Saturday,April
2017-04-07,01,00,Williamstown,nj,Circle,It was a round light that traveled toward the ground going behind a cloud then couldn't see but it rose back up.  ((anonymous report)),-74.995168,39.6862263,Friday,April
2017-04-02,19,15,Bridgewater,nj,Disk,My son said there was something floating in the sky. We went outside and northeast of our house, there was a cylinder-shaped object flo,-74.6049061,40.5939636,Sunday,April
2017-03-17,21,00,Montague,nj,Circle,((HOAX??))  Many dancing orbs across the night sky.  ((anonymous report)),-74.7839936,41.2956937,Friday,March
2017-03-15,20,00,Bayville,nj,Unknown,Was driving on mill creek rd. in bayville towards  southwest on rt. 9 when I saw the star shaped object brightly shining...I was headin,-74.1549173,39.9090924,Wednesday,March
2017-03-11,18,00,Lavallette,nj,Other,Six very bright orange redish lights in a row hovering over the ocean.,-74.0687475,39.9703958,Saturday,March
2017-03-11,18,00,Lavallette,nj,Other,Six very bright orange redish lights in a row hovering over the ocean,-74.0687475,39.9703958,Saturday,March
2017-03-08,21,30,Belvidere,nj,Disk,46 West, glowing disc object.,-75.0776747,40.82982,Wednesday,March
2017-03-08,18,30,Riverdale,nj,Circle,Bright white light, circular obj. that never moved and way above any flight patterns. There for >15 mins.  ((NUFORC Note:  Venus? PD)),-74.3034823,40.9939865,Wednesday,March
2017-03-05,03,04,Upper Freehold Township,nj,Other,Saw extra bright thing in the air at 3:04 am that did very erratic movements with laser like lines and ended up in different position.,-74.5228916,40.174405,Sunday,March
2017-02-22,19,30,Fremont,nj,Light,Star like craft, appear stationary, very bright, pics.  ((NUFORC Note:  Probable sighting of Venus?  PD)),-74.3000878,40.2136754,Wednesday,February
2017-02-19,23,00,Lindenwold,nj,Changing,Bright circular shapes changing colors and moving around the sky.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),-74.9851678,39.8201681,Sunday,February
2017-02-19,17,45,Mananlapan,nj,Light,Not the only time lights followed me.First time saw 5 lights in row.,-74.348582,40.2859203,Sunday,February
2017-02-15,20,00,Jersey City,nj,Sphere,White orb intelligent actions.,-74.0431435,40.7177545,Wednesday,February
2017-02-13,21,10,Wall,nj,Fireball,I was driving northbound on the parkway, when I saw a bright ball of white light drop quickly from the sky just beyond the southbound s,-74.0679753,40.1606666,Monday,February
2017-02-13,18,40,Brick,nj,Light,Bright white light, moved slowly eastward then slowly faded out.  ((NUFORC Note:  ISS??  PD)),-74.1371832,40.0578384,Monday,February
2017-02-09,10,40,Red Bank,nj,Flash,((HOAX??))  Ok i wake up and noticed one plane with flashing lights making away from me so i watched it keep stopping and going…,-74.0643065,40.3470543,Thursday,February
2017-02-05,19,00,Manalapan,nj,Changing,I witnessed a light in the sky that was stationary.  2 hours.  The light changed shape at least 3 times.  ((NUFORC Note:  Venus.  PD)),-74.348582,40.2859203,Sunday,February
2017-02-04,15,50,Cape May Court House,nj,Light,I was driving around because my son fell asleep in the car. While traveling SSE I noticed what I thought to be a meteor.,-74.8237786,39.0826135,Saturday,February
